,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id,ipniID.type,ipniID
56,uri,http://www.wikidata.org/entity/Q92116862,uri,http://www.wikidata.org/entity/Q27145564,literal,Moquilea cariae,literal,FOHXFLPXBUAOJM-MGMURXEASA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,en,literal,myricetin 3-O-beta-D-galactopyranoside,literal,10.1016/0031-6865(96)00010-6,literal,15648-86-9,literal,CHEMBL462244,literal,60472898-2
57,uri,http://www.wikidata.org/entity/Q104848314,uri,http://www.wikidata.org/entity/Q418628,literal,Moquilea licaniaeflora,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,en,literal,oleanolic acid,literal,10.1016/S0367-326X(00)00321-X,literal,508-02-1,literal,CHEMBL168,,
58,uri,http://www.wikidata.org/entity/Q92116862,uri,http://www.wikidata.org/entity/Q105256146,literal,Moquilea cariae,literal,SMSLFVKERUHQMM-NADTVUILSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,en,literal,"3-[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1016/0031-6865(96)00010-6,,,,,literal,60472898-2
59,uri,http://www.wikidata.org/entity/Q80701120,uri,http://www.wikidata.org/entity/Q1649777,literal,Leptobalanus apetalus,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,en,literal,quercitrin,literal,10.1016/S0305-1978(01)00089-8,literal,522-12-3,literal,CHEMBL82242,literal,60472826-2
60,uri,http://www.wikidata.org/entity/Q92116862,uri,http://www.wikidata.org/entity/Q5242815,literal,Moquilea cariae,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,en,literal,hyperoside,literal,10.1016/0031-6865(96)00010-6,literal,482-36-0,,,literal,60472898-2
61,uri,http://www.wikidata.org/entity/Q15370359,uri,http://www.wikidata.org/entity/Q105201266,literal,Parinari sumatrana,literal,OVSQVDMCBVZWGM-NCHJZECQSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.2307/2806097,,,,,literal,727173-1
62,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105137491,literal,Parinari capensis,literal,JZONYWULSJTTAI-CZOCOAOWSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(CCC42C)C5,en,literal,"(1S,2S,5R,8R,11S,12R)-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
63,uri,http://www.wikidata.org/entity/Q15354375,uri,http://www.wikidata.org/entity/Q105190086,literal,Licania densiflora,literal,ODXINVOINFDDDD-RUDOPCLYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(OC)C4,en,literal,"2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1016/S0367-326X(00)00257-4,,,,,literal,139754-2
64,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q104916839,literal,Licania heteromorpha,literal,AQHKWALTXQHZKK-JVJDLVJMSA-N,literal,O=C(OC1C(O)CC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)O)CCC43C)C1(C)C)C=CC6=CC=C(O)C=C6,en,literal,2alpha-Hydroxy-3beta-(4-hydroxy-cis-cinnamoyloxy)lupa-20(29)-ene-28-oic acid,literal,10.1055/S-2000-9601,,,,,literal,726048-1
65,uri,http://www.wikidata.org/entity/Q15358048,uri,http://www.wikidata.org/entity/Q104399169,literal,Couepia ulei,literal,QMYGRGKKZBRZKH-UHFFFAOYSA-N,literal,O=C(C1=CC=C(O)C(OC)=C1)C(C2=CC=C(O)C(OC)=C2)CO,en,literal,evofolin B,literal,10.1007/BF02980101,,,,,literal,67194-2
66,uri,http://www.wikidata.org/entity/Q3644506,uri,http://www.wikidata.org/entity/Q105270210,literal,Parinari curatellifolia,literal,UCXBBKCPRLOQQA-HQHFYQKISA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(OC)(CCC24C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/J.JEP.2008.07.005,,,,,literal,727095-1
67,uri,http://www.wikidata.org/entity/Q3644506,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari curatellifolia,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727095-1
68,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q104995769,literal,Licania heteromorpha,literal,FILUBISJJZTQMB-FPBUOGHKSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC5OC(C)C(O)C(O)C5O)=C(O)C4,en,literal,"3,4'-Bis(alpha-L-rhamnopyranosyloxy)-3',5,5',7-tetrahydroxyflavone",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
69,uri,http://www.wikidata.org/entity/Q7137129,uri,http://www.wikidata.org/entity/Q105137494,literal,Parinari,literal,JZONYWULSJTTAI-IXFQNSDBSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(CCC42C)C5,en,literal,15-Oxozoapatlin,literal,10.1016/0009-2797(95)03669-5,,,,,literal,33939-1
70,uri,http://www.wikidata.org/entity/Q15354165,uri,http://www.wikidata.org/entity/Q105256146,literal,Licania cariae,literal,SMSLFVKERUHQMM-NADTVUILSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,en,literal,"3-[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1016/0031-6865(96)00010-6,,,,,literal,305697-2
71,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105147010,literal,Licania heteromorpha,literal,KWLOAKAXMOYBRK-JHXZZHGESA-N,literal,O=C(OC1C(O)CC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C=CC6=CC=C(O)C=C6,en,literal,3-cis-Coumaroylmaslinic acid,literal,10.1055/S-2000-9601,,,,,literal,726048-1
72,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105242394,literal,Licania heteromorpha,literal,ROPSGBPJLGYBSZ-LZVVBHCVSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC3=CC(OC)=CC(O)=C13)C=4C=C(O)C(OC5OC(C)C(O)C(O)C5O)=C(O)C4,en,literal,"3,4'-Di(alpha-L-rhamnopyranosyloxy)-3',5,5'-trihydroxy-7-methoxyflavone",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
73,uri,http://www.wikidata.org/entity/Q7137123,uri,http://www.wikidata.org/entity/Q104968908,literal,Parinari campestris,literal,CRUJJSCQVBIUDA-ZPXCCNANSA-N,literal,O=C1OC23CCC(O)C1(C)C3CCC45C(=O)C(O)(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6S,8R,11R,12S,13R)-5,6,13-trihydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/J.FITOTE.2005.05.005,,,,,literal,727083-1
74,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105174458,literal,Parinari capensis,literal,MXPHXJJQZUPDTN-OJXPKOTJSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-hydroxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1002/HLCA.19970800218,,,,,literal,727084-1
75,uri,http://www.wikidata.org/entity/Q7137123,uri,http://www.wikidata.org/entity/Q105119123,literal,Parinari campestris,literal,IRTHRPTXPXLENP-QMBFBYQJSA-N,literal,OCC1(O)CC23CCC4C(C)(C)CCC(O)C4(C)C3CCC1C2,en,literal,"(1S,4R,8R,9R,10R,13R,14R)-14-(hydroxymethyl)-5,5,9-trimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-8,14-diol",literal,10.1016/J.FITOTE.2005.05.005,,,,,literal,727083-1
76,uri,http://www.wikidata.org/entity/Q15354375,uri,http://www.wikidata.org/entity/Q105190084,literal,Licania densiflora,literal,ODXINVOINFDDDD-FSFQXNNFSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(OC)C4,en,literal,"2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1016/S0367-326X(00)00257-4,,,,,literal,139754-2
77,uri,http://www.wikidata.org/entity/Q15354165,uri,http://www.wikidata.org/entity/Q105111916,literal,Licania cariae,literal,IEPKWJCBNGNVDF-WQIPHUEGSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(OC)C5,en,literal,"2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0031-6865(96)00010-6,,,,,literal,305697-2
78,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q105151078,literal,Chrysobalanus icaco,literal,LFMQPNKZYKWPNB-YBVXQFKOSA-N,literal,O=C(OC)CCC(=O)CCCCC=CC=CC=CC=CCC,en,literal,"methyl (11E,13E)-4-oxooctadeca-9,11,13,15-tetraenoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
79,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105110831,literal,Parinari sprucei,literal,IBYACWFPCKBSLU-VMNSDKPFSA-N,literal,O=C1OC23CC(O)C(O)C1(C)C3CCC45C(=O)C(O)(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6S,8R,11R,12S,13S,14R)-5,6,13,14-tetrahydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
80,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105250148,literal,Licania heteromorpha,literal,SCHVWZLYQPLPJV-LSKIMIQZSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC)=C(O)C4,en,literal,"2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
81,uri,http://www.wikidata.org/entity/Q15355320,uri,http://www.wikidata.org/entity/Q105274879,literal,Licania pittieri,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.1016/0031-6865(95)00027-7,,,,,literal,304028-2
82,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105185956,literal,Moquilea pyrifolia,literal,NUNODKNZSZKXGY-GFCCVEGCSA-N,literal,O=C1C=2C(O)=CC(O)=C(O)C2OC(C3=CC=C(O)C=C3)C1,en,literal,"(2R)-5,7,8-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
83,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105137494,literal,Parinari capensis,literal,JZONYWULSJTTAI-IXFQNSDBSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(CCC42C)C5,en,literal,15-Oxozoapatlin,literal,10.1002/HLCA.19970800218,,,,,literal,727084-1
84,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105248713,literal,Parinari sprucei,literal,RZZKIPVVWOBCSF-JWRAIORBSA-N,literal,O=C1OC23CC(O)CC1(C)C3CCC45C(=O)C(O)(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6S,8R,11R,12R,14S)-5,6,14-trihydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
85,uri,http://www.wikidata.org/entity/Q15354375,uri,http://www.wikidata.org/entity/Q105035648,literal,Licania densiflora,literal,HZFOKHMNNUNECB-KTCUJECXSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC)=C(OC)C4,en,literal,"3-(beta-D-Glucopyranosyloxy)-3',4'-dimethoxy-5,5',7-trihydroxyflavone",literal,10.1016/S0031-9422(99)00187-9,,,,,literal,139754-2
86,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105241863,literal,Moquilea pyrifolia,literal,RNVUDWOQYYWXBJ-KRLKJCFRSA-N,literal,O=C1C(OC2OCC(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,en,literal,"4',5,7-Trihydroxy-3-(alpha-D-arabinopyranosyloxy)flavone",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
87,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105137492,literal,Parinari capensis,literal,JZONYWULSJTTAI-HGKZMHGGSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(CCC42C)C5,en,literal,"(1S,2S,5R,8R,12R)-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
88,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q105132509,literal,Chrysobalanus icaco,literal,JOSZZTLGHRSLOI-YBVXQFKOSA-N,literal,O=C(OC)CCCCCCCC=CC=CC=CC=CCC,en,literal,"methyl (11E,13E)-octadeca-9,11,13,15-tetraenoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
89,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q104935535,literal,Chrysobalanus icaco,literal,BGHALTBJTYRCGM-ZUGARUELSA-N,literal,O=C(OC)CCC(=O)CCCCC=CC=CC=CCCCC,en,literal,"methyl (9Z,11E,13E)-4-oxooctadeca-9,11,13-trienoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
90,uri,http://www.wikidata.org/entity/Q17525824,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari insularum,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727122-1
91,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q104956946,literal,Parinari sprucei,literal,CFSLAOAQWVRUBI-XOSHQQNLSA-N,literal,O=C1OC23CC(O)CC1(C)C3CCC45C(=O)C(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6R,8R,11R,12R,14S)-5,14-dihydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
92,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q104995771,literal,Licania heteromorpha,literal,FILUBISJJZTQMB-XCZNUEGDSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC5OC(C)C(O)C(O)C5O)=C(O)C4,en,literal,"2-[3,5-dihydroxy-4-[(2S,3S,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyphenyl]-5,7-dihydroxy-3-[(2S,3S,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
93,uri,http://www.wikidata.org/entity/Q3644506,uri,http://www.wikidata.org/entity/Q104252596,literal,Parinari curatellifolia,literal,FOHXFLPXBUAOJM-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,en,literal,myricetin-3-O-hexoside,literal,10.2307/2806097,,,,,literal,727095-1
94,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105217276,literal,Moquilea pyrifolia,literal,PZZRDJXEMZMZFD-VHICIVCISA-N,literal,O=C1C(OC2OCC(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,en,literal,"3-(beta-D-Arabinopyranosyloxy)-5,7-dihydroxy-2-(3,4-dihydroxyphenyl)-4H-1-benzopyran-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
95,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105244924,literal,Moquilea pyrifolia,literal,RSWKNNROTUMDID-GFCCVEGCSA-N,literal,O=C1C=2C(O)=CC(O)=C(O)C2OC(C3=CC=C(O)C(O)=C3)C1,en,literal,"(2R)-2-(3,4-dihydroxyphenyl)-5,7,8-trihydroxy-2,3-dihydrochromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
96,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105030255,literal,Moquilea pyrifolia,literal,HLPYRSVVUHDPSQ-JMBXRYBUSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,en,literal,"3-[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
97,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105136548,literal,Parinari sprucei,literal,JXEHRHFIBQTLLR-KQZNAHDXSA-N,literal,O=C(OCC1(O)C(=O)C23CCC4C5(C(=O)OC4(CCC5)C3(C)CCC1(O)C2)C)C6(C)CCCC7(C)C6CCC89C(=O)C(O)(CO)C(CCC87)C9,,literal,Q105136548,literal,10.1055/S-2004-827155,,,,,literal,727170-1
98,uri,http://www.wikidata.org/entity/Q15358059,uri,http://www.wikidata.org/entity/Q105165024,literal,Couepia polyandra,literal,MIJYXULNPSFWEK-LXLHWSNGSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,"(4aS,6aS,6aS,6bR,8aS,10S,12aR,14bR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",literal,10.1021/NP0301893,,,,,literal,67179-2
99,uri,http://www.wikidata.org/entity/Q15354735,uri,http://www.wikidata.org/entity/Q105122415,literal,Licania intrapetiolaris,literal,IXQKXEUSCPEQRD-QATBOUOLSA-N,literal,O=C(OC(C=CC(=O)C(O)(C)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C(=O)CC12C)C)(C)C)C,en,literal,"[(E,6R)-6-[(2S,8S,9R,10S,13R,14S,16R,17R)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",literal,10.1021/NP0005006,,,,,literal,726061-1
100,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105174459,literal,Parinari capensis,literal,MXPHXJJQZUPDTN-UHFFFAOYSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(O)(CCC42C)C5,en,literal,"5-Hydroxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
101,uri,http://www.wikidata.org/entity/Q15358059,uri,http://www.wikidata.org/entity/Q105213769,literal,Couepia polyandra,literal,PRKFEXJCCYJSHL-VOQQBVSSSA-N,literal,O=C(OCC1(C)C(OC(=O)C)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(C)CCC5(C(=O)O)C(OC(=O)C)CC43C)C,en,literal,"3beta,16beta,23-Triacetoxyolean-12-en-28-oic acid",literal,10.1021/NP0301893,,,,,literal,67179-2
102,uri,http://www.wikidata.org/entity/Q15358059,uri,http://www.wikidata.org/entity/Q104415348,literal,Couepia polyandra,literal,HCXVJBMSMIARIN-BGDBIVFESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,en,literal,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2S,5S)-5-Ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1021/NP0301893,,,,,literal,67179-2
103,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q104921908,literal,Parinari sprucei,literal,AZSNSCUFQGFCLR-GYFISPQKSA-N,literal,O=C1C(O)(CO)C2(O)CCC3(C)C4C(=C(C)CCC4)CCC13C2,en,literal,"(1R,9R,10R,13S,14S)-13,14-dihydroxy-14-(hydroxymethyl)-5,10-dimethyltetracyclo[11.2.1.01,10.04,9]hexadec-4-en-15-one",literal,10.1055/S-2004-827155,,,,,literal,727170-1
104,uri,http://www.wikidata.org/entity/Q7137123,uri,http://www.wikidata.org/entity/Q105174458,literal,Parinari campestris,literal,MXPHXJJQZUPDTN-OJXPKOTJSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-hydroxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/J.FITOTE.2005.05.005,,,,,literal,727083-1
105,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105270210,literal,Parinari capensis,literal,UCXBBKCPRLOQQA-HQHFYQKISA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(OC)(CCC24C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
106,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105270210,literal,Parinari capensis,literal,UCXBBKCPRLOQQA-HQHFYQKISA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(OC)(CCC24C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/J.JEP.2008.07.005,,,,,literal,727084-1
107,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105270210,literal,Parinari capensis,literal,UCXBBKCPRLOQQA-HQHFYQKISA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(OC)(CCC24C)C5,en,literal,"(1S,2S,5S,8R,11R,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1002/HLCA.19970800218,,,,,literal,727084-1
