,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
64,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q104393313,literal,Begonia heracleifolia,literal,PQOVWWZVVIGRPP-BBANTJNRSA-N,literal,O=C(OC(C=CC(=O)C(O)(C)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C(=O)CC12C)C)(C)C)C,literal,104828-1,,,,,en,literal,Arvenin I,literal,10.1055/S-2006-957460
65,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106259,literal,Begonia nantoensis,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,literal,6199-67-3,literal,CHEMBL508185,en,literal,cucurbitacin b,literal,10.1248/CPB.52.345
66,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106259,literal,Begonia nantoensis,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,literal,6199-67-3,literal,CHEMBL508185,en,literal,cucurbitacin b,literal,10.1002/CHIN.200434239
67,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105209485,literal,Begonia nantoensis,literal,PIGAXYFCLPQWOD-UHFFFAOYSA-N,literal,O=C1C(O)=CC2C(=CCC3C2(C(=O)CC4(C)C(C(O)CC34C)C(O)(C(=O)CCC(O)(C)C)C)C)C1(C)C,literal,1016138-1,,,,,en,literal,"17-(2,6-dihydroxy-6-methyl-3-oxoheptan-2-yl)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthrene-3,11-dione",literal,10.1002/CHIN.200434239
68,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27103090,literal,Begonia nantoensis,literal,KMAKOBLIOCQGJP-UHFFFAOYSA-N,literal,C1=CC=C2C(=C1)C(=CN2)C(=O)O,literal,1016138-1,literal,771-50-6,literal,CHEMBL387527,en,literal,indole-3-carboxylic acid,literal,10.1248/CPB.52.345
69,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27103090,literal,Begonia nantoensis,literal,KMAKOBLIOCQGJP-UHFFFAOYSA-N,literal,C1=CC=C2C(=C1)C(=CN2)C(=O)O,literal,1016138-1,literal,771-50-6,literal,CHEMBL387527,en,literal,indole-3-carboxylic acid,literal,10.1002/CHIN.200434239
70,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105125637,literal,Begonia nantoensis,literal,JDOLBVXUTAGQDQ-UHFFFAOYSA-N,literal,O=C(O)CCCCCCCC(O)=CCC=CCCCCC,literal,1016138-1,,,,,en,literal,"9-hydroxyoctadeca-9,12-dienoic acid",literal,10.1248/CPB.52.345
71,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106265,literal,Begonia nantoensis,literal,NISPVUDLMHQFRQ-MKIKIEMVSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,literal,1016138-1,literal,2222-07-3,literal,CHEMBL387737,en,literal,cucurbitacin i,literal,10.1248/CPB.52.345
72,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106265,literal,Begonia nantoensis,literal,NISPVUDLMHQFRQ-MKIKIEMVSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,literal,1016138-1,literal,2222-07-3,literal,CHEMBL387737,en,literal,cucurbitacin i,literal,10.1002/CHIN.200434239
73,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105141703,literal,Begonia nantoensis,literal,KIWLCEXSSGNBJU-AREMUKBSSA-N,literal,O=C(OCC(O)CO)CCCCCCCCCCCCCCCCCCCCCCC,literal,1016138-1,,,,,en,literal,"(2R)-2,3-dihydroxypropyl tetracosanoate",literal,10.1248/CPB.52.345
74,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27097897,literal,Begonia nantoensis,literal,BVWTXUYLKBHMOX-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C(=O)OC)O,literal,1016138-1,literal,3943-74-6,literal,CHEMBL486214,en,literal,methyl vanillate,literal,10.1248/CPB.52.345
75,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27097897,literal,Begonia nantoensis,literal,BVWTXUYLKBHMOX-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C(=O)OC)O,literal,1016138-1,literal,3943-74-6,literal,CHEMBL486214,en,literal,methyl vanillate,literal,10.1002/CHIN.200434239
76,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia nantoensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,1016138-1,literal,83-46-5,,,en,literal,beta-sitosterol,literal,10.1248/CPB.52.345
77,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia nantoensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,1016138-1,literal,83-46-5,,,en,literal,beta-sitosterol,literal,10.1002/CHIN.200434239
78,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q3814656,literal,Begonia nantoensis,literal,KYQZWONCHDNPDP-QNDFHXLGSA-N,literal,O=C1C(=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12)C=4C=CC(O)=CC4,literal,1016138-1,literal,552-66-9,literal,CHEMBL486422,en,literal,Daidzin,literal,10.1248/CPB.52.345
79,uri,http://www.wikidata.org/entity/Q158617,uri,http://www.wikidata.org/entity/Q111263480,literal,Begonia,literal,JVJUUHSUZPVKAW-UHFFFAOYSA-N,literal,O=C(OCC1OC(OC=2C=C3C(=O)C=C(O)C=C3OC2C=4C=CC(O)=C(O)C4)C(OC5OCC(O)C(O)C5O)C(O)C1O)C=CC6=CC=C(O)C=C6,literal,327437-2,,,,,en,literal,"(6-{[2-(3,4-dihydroxyphenyl)-7-hydroxy-5-oxochromen-3-yl]oxy}-3,4-dihydroxy-5-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl)methyl 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1016/0031-9422(95)00073-G
80,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105217004,literal,Begonia nantoensis,literal,PZKISQRTNNHUGF-OACYRQNASA-N,literal,O=C1C=C(OC=2C(OC3OC(CO)C(O)C(O)C3O)=C(O)C=C(O)C12)C=4C=CC(O)=CC4,literal,1016138-1,,,,,en,literal,"4',5,7-Trihydroxy-8-(beta-D-glucopyranosyloxy)flavone",literal,10.1248/CPB.52.345
81,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q15410900,literal,Begonia nantoensis,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,1016138-1,literal,474-58-8,literal,CHEMBL506678,en,literal,sitogluside,literal,10.1002/CHIN.200434239
82,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105138278,literal,Begonia nantoensis,literal,KBJGLIJMWJNSKP-UHFFFAOYSA-N,literal,O=C(NCCc1ccccc1)c1ccc2c(c1)OCO2,literal,1016138-1,,,,,en,literal,"N-(2-phenylethyl)-1,3-benzodioxole-5-carboxamide",literal,10.1248/CPB.52.345
83,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105138278,literal,Begonia nantoensis,literal,KBJGLIJMWJNSKP-UHFFFAOYSA-N,literal,O=C(NCCc1ccccc1)c1ccc2c(c1)OCO2,literal,1016138-1,,,,,en,literal,"N-(2-phenylethyl)-1,3-benzodioxole-5-carboxamide",literal,10.1002/CHIN.200434239
84,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q182990,literal,Begonia nantoensis,literal,ISAKRJDGNUQOIC-UHFFFAOYSA-N,literal,C1=CNC(=O)NC1=O,literal,1016138-1,literal,66-22-8,literal,CHEMBL566,en,literal,uracil,literal,10.1248/CPB.52.345
85,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q182990,literal,Begonia nantoensis,literal,ISAKRJDGNUQOIC-UHFFFAOYSA-N,literal,C1=CNC(=O)NC1=O,literal,1016138-1,literal,66-22-8,literal,CHEMBL566,en,literal,uracil,literal,10.1002/CHIN.200434239
86,uri,http://www.wikidata.org/entity/Q10546535,uri,http://www.wikidata.org/entity/Q104937849,literal,Begonia glabra,literal,BKYWAYNSDFXIPL-LOSJGSFVSA-N,literal,O=C(OC=1C=C(OC(=O)C)C2=C(OC(C3=CC=C(OC(=O)C)C(OC(=O)C)=C3)C(OC(=O)C)C2)C1)C,literal,104759-1,,,,,en,literal,"(2R,3S)-3,7-bis(acetyloxy)-2-[3,4-bis(acetyloxy)phenyl]-3,4-dihydro-2H-1-benzopyran-5-yl acetate",literal,10.1002/ARDP.19803130112
87,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q27247655,literal,Begonia heracleifolia,literal,QSQLTHHMFHEFIY-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCC(=O)OC,literal,104828-1,literal,929-77-1,,,en,literal,methyl behenate,literal,10.1055/S-2006-957460
88,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q16676086,literal,Begonia heracleifolia,literal,FLIACVVOZYBSBS-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)OC,literal,104828-1,literal,112-39-0,literal,CHEMBL335125,en,literal,methyl palmitate,literal,10.1055/S-2006-957460
89,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27131698,literal,Begonia nantoensis,literal,XZBVNQWNPRMHRH-LAMASETHSA-N,literal,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,,,literal,CHEMBL256519,en,literal,"23,24-dihydrocucurbitacin E",literal,10.1248/CPB.52.345
90,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27131698,literal,Begonia nantoensis,literal,XZBVNQWNPRMHRH-LAMASETHSA-N,literal,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,,,literal,CHEMBL256519,en,literal,"23,24-dihydrocucurbitacin E",literal,10.1002/CHIN.200434239
91,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q105292716,literal,Begonia nantoensis,literal,VTFWGFWAVPVIAA-DEOSSOPVSA-N,literal,C=C(C=1C=CC=CC1)CC(C=2C=CC=CC2)CCC=3C=CC=CC3,literal,1016138-1,,,,,en,literal,"[(3S)-3,5-diphenylhex-5-en-1-yl]benzene",literal,10.1248/CPB.52.345
92,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104391532,literal,Begonia nantoensis,literal,JDOLBVXUTAGQDQ-LZOINSICSA-N,literal,O=C(O)CCCCCCCC(O)=CCC=CCCCCC,literal,1016138-1,,,,,en,literal,9-hydroxylinoleic acid,literal,10.1248/CPB.52.345
93,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104391532,literal,Begonia nantoensis,literal,JDOLBVXUTAGQDQ-LZOINSICSA-N,literal,O=C(O)CCCCCCCC(O)=CCC=CCCCCC,literal,1016138-1,,,,,en,literal,9-hydroxylinoleic acid,literal,10.1002/CHIN.200434239
94,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q33495,literal,Begonia nantoensis,literal,MWOOGOJBHIARFG-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=O)O,literal,1016138-1,literal,121-33-5,literal,CHEMBL13883,en,literal,vanillin,literal,10.1248/CPB.52.345
95,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q33495,literal,Begonia nantoensis,literal,MWOOGOJBHIARFG-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=O)O,literal,1016138-1,literal,121-33-5,literal,CHEMBL13883,en,literal,vanillin,literal,10.1002/CHIN.200434239
96,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia nantoensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,1016138-1,literal,64997-52-0,,,en,literal,beta-sitosterol,literal,10.1248/CPB.52.345
97,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia nantoensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,1016138-1,literal,64997-52-0,,,en,literal,beta-sitosterol,literal,10.1002/CHIN.200434239
98,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27131690,literal,Begonia nantoensis,literal,QZJJDOYZVRUEDY-NRNCYQGDSA-N,literal,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,literal,13201-14-4,literal,CHEMBL553851,en,literal,dihydrocucurbitacin b,literal,10.1248/CPB.52.345
99,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27131690,literal,Begonia nantoensis,literal,QZJJDOYZVRUEDY-NRNCYQGDSA-N,literal,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,1016138-1,literal,13201-14-4,literal,CHEMBL553851,en,literal,dihydrocucurbitacin b,literal,10.1002/CHIN.200434239
100,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27104329,literal,Begonia nantoensis,literal,NGSWKAQJJWESNS-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C=CC(=O)O)O,literal,1016138-1,literal,7400-08-0,,,en,literal,4-coumaric acid,literal,10.1248/CPB.52.345
101,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27105540,literal,Begonia nantoensis,literal,NYCXYKOXLNBYID-UHFFFAOYSA-N,literal,C1=COC2=CC(=CC(=C2C1=O)O)O,literal,1016138-1,literal,31721-94-5,literal,CHEMBL3604316,en,literal,"5,7-Dihydroxychromone",literal,10.1248/CPB.52.345
102,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q104393318,literal,Begonia heracleifolia,literal,GOWXUGYRPHOTEQ-QYNXQQORSA-N,literal,O=C(C=CC(O)(C)C)C(O)(C)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C(=O)CC12C)C,literal,104828-1,literal,65597-45-7,,,en,literal,arvenin III,literal,10.1055/S-2006-957460
103,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q1953888,literal,Begonia nantoensis,literal,RGHHSNMVTDWUBI-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C=O)O,literal,1016138-1,literal,123-08-0,literal,CHEMBL14193,en,literal,4-hydroxybenzaldehyde,literal,10.1248/CPB.52.345
104,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q1953888,literal,Begonia nantoensis,literal,RGHHSNMVTDWUBI-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C=O)O,literal,1016138-1,literal,123-08-0,literal,CHEMBL14193,en,literal,4-hydroxybenzaldehyde,literal,10.1002/CHIN.200434239
105,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104971021,literal,Begonia nantoensis,literal,CVULDJMCSSACEO-FQLXRVMXSA-N,literal,O=C(NC(COC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1,literal,1016138-1,,,,,en,literal,[(2R)-2-benzamido-3-phenylpropyl] (2R)-2-benzamido-3-phenylpropanoate,literal,10.1248/CPB.52.345
106,uri,http://www.wikidata.org/entity/Q158617,uri,http://www.wikidata.org/entity/Q105248958,literal,Begonia,literal,SAMOBDXITATWFO-GCNWMLFFSA-N,literal,O=C(OCC1OC(OC=2C=C3C(=O)C=C(O)C=C3OC2C=4C=CC(O)=C(O)C4)C(OC5OCC(O)C(O)C5O)C(O)C1O)C=CC6=CC=C(O)C(O)=C6,literal,327437-2,,,,,en,literal,"[(2R,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-7-hydroxy-5-oxochromen-3-yl]oxy}-3,4-dihydroxy-5-{[(2S,3S,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}oxan-2-yl]methyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",literal,10.1016/0031-9422(95)00073-G
107,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q15269695,literal,Begonia heracleifolia,literal,JZVFJDZBLUFKCA-FXIAWGAOSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(C)C,literal,104828-1,literal,481-18-5,literal,CHEMBL487783,en,literal,α-spinasterin,literal,10.1055/S-2006-957460
108,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q259075,literal,Begonia nantoensis,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,1016138-1,literal,3681-93-4,literal,CHEMBL487417,en,literal,vitexin,literal,10.1002/CHIN.200434239
109,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q229987,literal,Begonia nantoensis,literal,LXCFILQKKLGQFO-UHFFFAOYSA-N,literal,COC(=O)C1=CC=C(C=C1)O,literal,1016138-1,literal,99-76-3,literal,CHEMBL325372,en,literal,methylparaben,literal,10.1248/CPB.52.345
110,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q229987,literal,Begonia nantoensis,literal,LXCFILQKKLGQFO-UHFFFAOYSA-N,literal,COC(=O)C1=CC=C(C=C1)O,literal,1016138-1,literal,99-76-3,literal,CHEMBL325372,en,literal,methylparaben,literal,10.1002/CHIN.200434239
111,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106263,literal,Begonia nantoensis,literal,AOHIGMQGPFTKQX-QZPKXHNASA-N,literal,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C,literal,1016138-1,literal,5939-57-1,literal,CHEMBL488312,en,literal,cucurbitacin f,literal,10.1248/CPB.52.345
112,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106263,literal,Begonia nantoensis,literal,AOHIGMQGPFTKQX-QZPKXHNASA-N,literal,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C,literal,1016138-1,literal,5939-57-1,literal,CHEMBL488312,en,literal,cucurbitacin f,literal,10.1002/CHIN.200434239
113,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q27106267,literal,Begonia nantoensis,literal,PIGAXYFCLPQWOD-ILFSFOJUSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)CCC(C)(C)O)O)O)C)C,literal,1016138-1,literal,1110-02-7,,,en,literal,Cucurbitacin L,literal,10.1248/CPB.52.345
114,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q408732,literal,Begonia nantoensis,literal,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,literal,1016138-1,literal,486-66-8,literal,CHEMBL8145,en,literal,daidzein,literal,10.1248/CPB.52.345
115,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q408732,literal,Begonia nantoensis,literal,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,literal,1016138-1,literal,486-66-8,literal,CHEMBL8145,en,literal,daidzein,literal,10.1002/CHIN.200434239
116,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q27253473,literal,Begonia heracleifolia,literal,JZVFJDZBLUFKCA-INYURWPISA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(C)C,literal,104828-1,literal,481-17-4,,,en,literal,chondrillasterol,literal,10.1055/S-2006-957460
117,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104916711,literal,Begonia nantoensis,literal,AQBMUDSXEXXARY-UHFFFAOYSA-N,literal,O=C(OC)C1=NC=CC=2C=3C=C(O)C=CC3NC12,literal,1016138-1,,,,,en,literal,Begonanline,literal,10.1248/CPB.52.345
118,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104916711,literal,Begonia nantoensis,literal,AQBMUDSXEXXARY-UHFFFAOYSA-N,literal,O=C(OC)C1=NC=CC=2C=3C=C(O)C=CC3NC12,literal,1016138-1,,,,,en,literal,Begonanline,literal,10.1002/CHIN.200434239
119,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q27106259,literal,Begonia heracleifolia,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,104828-1,literal,6199-67-3,literal,CHEMBL508185,en,literal,cucurbitacin b,literal,10.1055/S-2006-957460
120,uri,http://www.wikidata.org/entity/Q158617,uri,http://www.wikidata.org/entity/Q125618137,literal,Begonia,literal,DJXVKAPFACGRPO-CFLQIRACSA-O,literal,O=C1C=C(O)C=C2OC(=C(OC3OC(C[O+]=C(O)C=CC4=CC=C(O)C=C4)C(O)C(O)C3OC5OC(CO)C(O)C(O)C5O)C=C12)C=6C=CC(O)=C(O)C6,literal,327437-2,,,,,,literal,Q125618137,literal,10.1016/0031-9422(95)00073-G
121,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104913396,literal,Begonia nantoensis,literal,AJUDXVOFLOGJNH-FLAKJENDSA-N,literal,O=C(OCCCCCCCCCCCC(C)CCCCCCCCCC)C=CC1=CC=C(O)C(OC)=C1,literal,1016138-1,,,,,en,literal,[(12S)-12-methyldocosyl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,literal,10.1248/CPB.52.345
122,uri,http://www.wikidata.org/entity/Q10907911,uri,http://www.wikidata.org/entity/Q104415348,literal,Begonia nantoensis,literal,HCXVJBMSMIARIN-BGDBIVFESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,literal,1016138-1,,,,,en,literal,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2S,5S)-5-Ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1248/CPB.52.345
123,uri,http://www.wikidata.org/entity/Q9168329,uri,http://www.wikidata.org/entity/Q27136880,literal,Begonia heracleifolia,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,104828-1,literal,19716-26-8,literal,CHEMBL447335,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1055/S-2006-957460
124,uri,http://www.wikidata.org/entity/Q15332740,uri,http://www.wikidata.org/entity/Q15410915,literal,Begonia parviflora,literal,SRPHMISUTWFFKJ-QJNWWGCFSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,literal,105366-1,literal,3877-86-9,literal,CHEMBL493646,en,literal,cucurbitacin D,literal,10.1351/PAC199971061089
125,uri,http://www.wikidata.org/entity/Q15329406,uri,http://www.wikidata.org/entity/Q407857,literal,Begonia fagifolia,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,104647-1,literal,153-18-4,literal,CHEMBL226335,en,literal,rutin,literal,10.1002/ARDP.19843170808
126,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia malabarica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,105141-1,literal,19044-06-5,,,en,literal,beta-sitosterol,literal,10.1016/S0378-8741(01)00352-X
127,uri,http://www.wikidata.org/entity/Q15329406,uri,http://www.wikidata.org/entity/Q105202665,literal,Begonia fagifolia,literal,OXGUCUVFOIWWQJ-JHPRLSDPSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,literal,104647-1,,,,,en,literal,Quercetin-3-O-rhamnoside,literal,10.1002/ARDP.19843170808
